dataset,fold_id,budget_fraction,block_id,calibrated_plan_lower_bound,realized_worst_value,covered,calibration_blocks,adaptive_alpha,target_alpha,adaptation_rate
road,1,0.03,2012-05-09,25.016910465894245,40.69397743154661,1.0,19.0,0.09500000000000004,0.05,0.1
road,1,0.05,2012-04-26,0.0,71.3015788344539,1.0,10.0,0.05,0.05,0.1
road,1,0.05,2012-04-27,0.0,34.77250204727693,1.0,11.0,0.05500000000000001,0.05,0.1
road,1,0.05,2012-04-30,0.0,58.62355254107017,1.0,12.0,0.06000000000000001,0.05,0.1
road,1,0.05,2012-05-01,0.0,50.44167917479032,1.0,13.0,0.06500000000000002,0.05,0.1
road,1,0.05,2012-05-02,51.70696887387476,59.01380914628115,1.0,14.0,0.07000000000000002,0.05,0.1
road,1,0.05,2012-05-03,36.00024177414436,51.03222759996795,1.0,15.0,0.07500000000000002,0.05,0.1
road,1,0.05,2012-05-04,26.70517150346575,46.19040920360671,1.0,16.0,0.08000000000000003,0.05,0.1
road,1,0.05,2012-05-07,39.417951219655734,49.15958867707346,1.0,17.0,0.08500000000000003,0.05,0.1
road,1,0.05,2012-05-08,52.41617401789159,65.21965538996928,1.0,18.0,0.09000000000000004,0.05,0.1
road,1,0.05,2012-05-09,43.3433375954278,53.25635237425187,1.0,19.0,0.09500000000000004,0.05,0.1
road,1,0.1,2012-04-26,0.0,120.68196298556708,1.0,10.0,0.05,0.05,0.1
road,1,0.1,2012-04-27,0.0,51.46869053225351,1.0,11.0,0.05500000000000001,0.05,0.1
road,1,0.1,2012-04-30,0.0,79.39048314348268,1.0,12.0,0.06000000000000001,0.05,0.1
road,1,0.1,2012-05-01,0.0,72.82286494436667,1.0,13.0,0.06500000000000002,0.05,0.1
road,1,0.1,2012-05-02,25.401920127335796,97.22004634996298,1.0,14.0,0.07000000000000002,0.05,0.1
road,1,0.1,2012-05-03,19.680974849988715,71.0269114854722,1.0,15.0,0.07500000000000002,0.05,0.1
road,1,0.1,2012-05-04,15.773504464349909,64.97972074111257,1.0,16.0,0.08000000000000003,0.05,0.1
road,1,0.1,2012-05-07,18.523017566048033,64.06111659289166,1.0,17.0,0.08500000000000003,0.05,0.1
road,1,0.1,2012-05-08,24.17446683724195,90.60561619796124,1.0,18.0,0.09000000000000004,0.05,0.1
road,1,0.1,2012-05-09,21.710141841994457,75.40600826792127,1.0,19.0,0.09500000000000004,0.05,0.1
road,1,0.2,2012-04-26,0.0,179.44829111929553,1.0,10.0,0.05,0.05,0.1
road,1,0.2,2012-04-27,0.0,71.64511550232692,1.0,11.0,0.05500000000000001,0.05,0.1
road,1,0.2,2012-04-30,0.0,112.2284457900343,1.0,12.0,0.06000000000000001,0.05,0.1
road,1,0.2,2012-05-01,0.0,97.3894228718413,1.0,13.0,0.06500000000000002,0.05,0.1
road,1,0.2,2012-05-02,60.59309661769208,140.1728613732547,1.0,14.0,0.07000000000000002,0.05,0.1
road,1,0.2,2012-05-03,44.6581918485288,94.70684171148454,1.0,15.0,0.07500000000000002,0.05,0.1
road,1,0.2,2012-05-04,33.99615374243477,86.06822373714638,1.0,16.0,0.08000000000000003,0.05,0.1
road,1,0.2,2012-05-07,41.83129223091643,84.14000748807415,1.0,17.0,0.08500000000000003,0.05,0.1
road,1,0.2,2012-05-08,55.666547573432155,124.8236496861077,1.0,18.0,0.09000000000000004,0.05,0.1
road,1,0.2,2012-05-09,49.46912270142357,102.44445077240488,1.0,19.0,0.09500000000000004,0.05,0.1
road,2,0.01,2012-05-10,0.0,14.517086501994967,1.0,10.0,0.05,0.05,0.1
road,2,0.01,2012-05-11,0.0,13.857998589259472,1.0,11.0,0.05500000000000001,0.05,0.1
road,2,0.01,2012-05-14,0.0,14.291921471787855,1.0,12.0,0.06000000000000001,0.05,0.1
road,2,0.01,2012-05-15,0.0,23.51345514642035,1.0,13.0,0.06500000000000002,0.05,0.1
road,2,0.01,2012-05-16,14.565749531270574,21.58837315222992,1.0,14.0,0.07000000000000002,0.05,0.1
road,2,0.01,2012-05-17,14.005683222416902,20.10303990838352,1.0,15.0,0.07500000000000002,0.05,0.1
road,2,0.01,2012-05-18,12.830322128392417,12.0362369290428,0.0,16.0,0.08000000000000003,0.05,0.1
road,2,0.01,2012-05-21,0.0,19.763589063157028,1.0,17.0,-0.014999999999999972,0.05,0.1
road,2,0.01,2012-05-22,0.0,23.4309077672513,1.0,18.0,-0.00999999999999997,0.05,0.1
road,2,0.01,2012-05-23,0.0,18.94257494136244,1.0,19.0,-0.00499999999999997,0.05,0.1
road,2,0.03,2012-05-10,0.0,30.007980480151755,1.0,10.0,0.05,0.05,0.1
road,2,0.03,2012-05-11,0.0,35.02995928378681,1.0,11.0,0.05500000000000001,0.05,0.1
road,2,0.03,2012-05-14,0.0,28.400909491555588,1.0,12.0,0.06000000000000001,0.05,0.1
road,2,0.03,2012-05-15,0.0,44.9255081147052,1.0,13.0,0.06500000000000002,0.05,0.1
road,2,0.03,2012-05-16,30.97400439048552,44.93232612529419,1.0,14.0,0.07000000000000002,0.05,0.1
road,2,0.03,2012-05-17,25.44938735278243,39.27946447591268,1.0,15.0,0.07500000000000002,0.05,0.1
road,2,0.03,2012-05-18,19.35717947541164,30.73018016874041,1.0,16.0,0.08000000000000003,0.05,0.1
road,2,0.03,2012-05-21,30.04964972476275,41.9681105539864,1.0,17.0,0.08500000000000003,0.05,0.1
road,2,0.03,2012-05-22,34.49017643747572,47.21358915344226,1.0,18.0,0.09000000000000004,0.05,0.1
road,2,0.03,2012-05-23,33.03439029306937,40.19283439740107,1.0,19.0,0.09500000000000004,0.05,0.1
road,2,0.05,2012-05-10,0.0,39.52633437428122,1.0,10.0,0.05,0.05,0.1
road,2,0.05,2012-05-11,0.0,47.63013624797256,1.0,11.0,0.05500000000000001,0.05,0.1
road,2,0.05,2012-05-14,0.0,44.281551095758886,1.0,12.0,0.06000000000000001,0.05,0.1
road,2,0.05,2012-05-15,0.0,58.56560110371113,1.0,13.0,0.06500000000000002,0.05,0.1
road,2,0.05,2012-05-16,45.38926159180638,55.96729715100531,1.0,14.0,0.07000000000000002,0.05,0.1
road,2,0.05,2012-05-17,40.792742580339755,49.30082017716934,1.0,15.0,0.07500000000000002,0.05,0.1
road,2,0.05,2012-05-18,32.72869799511842,41.08952000777976,1.0,16.0,0.08000000000000003,0.05,0.1
road,2,0.05,2012-05-21,43.68086971941815,53.32148515984111,1.0,17.0,0.08500000000000003,0.05,0.1
road,2,0.05,2012-05-22,47.73438135461861,62.57615481178031,1.0,18.0,0.09000000000000004,0.05,0.1
road,2,0.05,2012-05-23,46.081974175937795,55.74199037083769,1.0,19.0,0.09500000000000004,0.05,0.1
road,2,0.1,2012-05-10,0.0,56.61918364024712,1.0,10.0,0.05,0.05,0.1
road,2,0.1,2012-05-11,0.0,67.83506747420576,1.0,11.0,0.05500000000000001,0.05,0.1
road,2,0.1,2012-05-14,0.0,70.27974468461393,1.0,12.0,0.06000000000000001,0.05,0.1
road,2,0.1,2012-05-15,0.0,81.22248974132809,1.0,13.0,0.06500000000000002,0.05,0.1
road,2,0.1,2012-05-16,61.040354342467694,83.5272234598126,1.0,14.0,0.07000000000000002,0.05,0.1
road,2,0.1,2012-05-17,57.508792694266404,70.76417155951835,1.0,15.0,0.07500000000000002,0.05,0.1
road,2,0.1,2012-05-18,51.247911283778166,58.66948847783864,1.0,16.0,0.08000000000000003,0.05,0.1
road,2,0.1,2012-05-21,59.1814197730248,76.48879341415004,1.0,17.0,0.08500000000000003,0.05,0.1
road,2,0.1,2012-05-22,61.05939837288476,88.15129318345788,1.0,18.0,0.09000000000000004,0.05,0.1
road,2,0.1,2012-05-23,61.25833397094398,77.56051319587824,1.0,19.0,0.09500000000000004,0.05,0.1
road,2,0.2,2012-05-10,0.0,76.27645578188381,1.0,10.0,0.05,0.05,0.1
road,2,0.2,2012-05-11,0.0,86.95354399406537,1.0,11.0,0.05500000000000001,0.05,0.1
road,2,0.2,2012-05-14,0.0,93.38339264692686,1.0,12.0,0.06000000000000001,0.05,0.1
road,2,0.2,2012-05-15,0.0,109.67795352453344,1.0,13.0,0.06500000000000002,0.05,0.1
road,2,0.2,2012-05-16,85.043299280182,112.23696258325306,1.0,14.0,0.07000000000000002,0.05,0.1
road,2,0.2,2012-05-17,79.45938486481744,98.54195596246932,1.0,15.0,0.07500000000000002,0.05,0.1
road,2,0.2,2012-05-18,64.35079560928648,89.68076282297989,1.0,16.0,0.08000000000000003,0.05,0.1
road,2,0.2,2012-05-21,81.47761113571852,100.4645236122938,1.0,17.0,0.08500000000000003,0.05,0.1
road,2,0.2,2012-05-22,88.60721204958725,117.95693752641095,1.0,18.0,0.09000000000000004,0.05,0.1
road,2,0.2,2012-05-23,87.37924259658507,116.3330983921742,1.0,19.0,0.09500000000000004,0.05,0.1
road,3,0.01,2012-05-24,0.0,19.37181056373716,1.0,10.0,0.05,0.05,0.1
road,3,0.01,2012-05-25,0.0,6.92917970398816,1.0,11.0,0.05500000000000001,0.05,0.1
road,3,0.01,2012-05-28,0.0,0.3295856370418901,1.0,12.0,0.06000000000000001,0.05,0.1
road,3,0.01,2012-05-29,0.0,16.115709260716695,1.0,13.0,0.06500000000000002,0.05,0.1
road,3,0.01,2012-05-30,13.865030039026212,23.95838869218836,1.0,14.0,0.07000000000000002,0.05,0.1
road,3,0.01,2012-05-31,15.509555734430904,23.767149335957715,1.0,15.0,0.07500000000000002,0.05,0.1
road,3,0.01,2012-06-01,1.2198617391271362,1.4853143078106754,1.0,16.0,0.08000000000000003,0.05,0.1
road,3,0.01,2012-06-04,12.78025347200579,19.9609564344061,1.0,17.0,0.08500000000000003,0.05,0.1
road,3,0.01,2012-06-05,17.273284962580384,19.82808627556313,1.0,18.0,0.09000000000000004,0.05,0.1
road,3,0.01,2012-06-06,14.600882329888996,20.615912655617755,1.0,19.0,0.09500000000000004,0.05,0.1
road,3,0.03,2012-05-24,0.0,39.82110561855828,1.0,10.0,0.05,0.05,0.1
road,3,0.03,2012-05-25,0.0,16.69520545207132,1.0,11.0,0.05500000000000001,0.05,0.1
road,3,0.03,2012-05-28,0.0,0.9435469918954902,1.0,12.0,0.06000000000000001,0.05,0.1
road,3,0.03,2012-05-29,0.0,41.91577973391547,1.0,13.0,0.06500000000000002,0.05,0.1
road,3,0.03,2012-05-30,10.338368293507184,46.42887852135924,1.0,14.0,0.07000000000000002,0.05,0.1
road,3,0.03,2012-05-31,10.53548332786061,49.195186716591806,1.0,15.0,0.07500000000000002,0.05,0.1
road,3,0.03,2012-06-01,3.23506393472411,4.760262869593553,1.0,16.0,0.08000000000000003,0.05,0.1
road,3,0.03,2012-06-04,9.452989389932121,39.41239988801568,1.0,17.0,0.08500000000000003,0.05,0.1
road,3,0.03,2012-06-05,11.553417067156627,51.554826072007785,1.0,18.0,0.09000000000000004,0.05,0.1
road,3,0.03,2012-06-06,10.780015312508791,45.68502638581924,1.0,19.0,0.09500000000000004,0.05,0.1
road,3,0.05,2012-05-24,0.0,52.89315659569824,1.0,10.0,0.05,0.05,0.1
road,3,0.05,2012-05-25,0.0,25.50450560954108,1.0,11.0,0.05500000000000001,0.05,0.1
road,3,0.05,2012-05-28,0.0,1.5376327557138516,1.0,12.0,0.06000000000000001,0.05,0.1
road,3,0.05,2012-05-29,0.0,54.46295614422979,1.0,13.0,0.06500000000000002,0.05,0.1
road,3,0.05,2012-05-30,42.56030757626672,60.201255970486585,1.0,14.0,0.07000000000000002,0.05,0.1
road,3,0.05,2012-05-31,46.409902982029145,62.4789608190324,1.0,15.0,0.07500000000000002,0.05,0.1
road,3,0.05,2012-06-01,8.847341818370857,8.298647228214339,0.0,16.0,0.08000000000000003,0.05,0.1
road,3,0.05,2012-06-04,0.0,53.614356182374486,1.0,17.0,-0.014999999999999972,0.05,0.1
road,3,0.05,2012-06-05,0.0,68.03944692925769,1.0,18.0,-0.00999999999999997,0.05,0.1
road,3,0.05,2012-06-06,0.0,62.14836887526536,1.0,19.0,-0.00499999999999997,0.05,0.1
road,3,0.1,2012-05-24,0.0,75.70236088149466,1.0,10.0,0.05,0.05,0.1
road,3,0.1,2012-05-25,0.0,40.31983834449554,1.0,11.0,0.05500000000000001,0.05,0.1
road,3,0.1,2012-05-28,0.0,2.9408349802418345,1.0,12.0,0.06000000000000001,0.05,0.1
road,3,0.1,2012-05-29,0.0,76.92607755180192,1.0,13.0,0.06500000000000002,0.05,0.1
road,3,0.1,2012-05-30,43.90334290455805,82.01280134203022,1.0,14.0,0.07000000000000002,0.05,0.1
road,3,0.1,2012-05-31,47.01156092174434,86.43803752298693,1.0,15.0,0.07500000000000002,0.05,0.1
road,3,0.1,2012-06-01,13.471996898125656,16.2071451798292,1.0,16.0,0.08000000000000003,0.05,0.1
road,3,0.1,2012-06-04,41.41047062357681,75.88775546922726,1.0,17.0,0.08500000000000003,0.05,0.1
road,3,0.1,2012-06-05,59.76802487322591,103.02565107883362,1.0,18.0,0.09000000000000004,0.05,0.1
road,3,0.1,2012-06-06,45.815247680635295,95.94951625353563,1.0,19.0,0.09500000000000004,0.05,0.1
road,3,0.2,2012-05-24,0.0,106.24630160549064,1.0,10.0,0.05,0.05,0.1
road,3,0.2,2012-05-25,0.0,57.12105253977316,1.0,11.0,0.05500000000000001,0.05,0.1
road,3,0.2,2012-05-28,0.0,4.719055258117839,1.0,12.0,0.06000000000000001,0.05,0.1
road,3,0.2,2012-05-29,0.0,103.2342405033228,1.0,13.0,0.06500000000000002,0.05,0.1
road,3,0.2,2012-05-30,68.47340098141757,110.15862081567064,1.0,14.0,0.07000000000000002,0.05,0.1
road,3,0.2,2012-05-31,80.0866977532734,114.4466583182775,1.0,15.0,0.07500000000000002,0.05,0.1
road,3,0.2,2012-06-01,0.0,30.19692799587897,1.0,16.0,0.08000000000000003,0.05,0.1
road,3,0.2,2012-06-04,44.698739716515064,99.54445926617278,1.0,17.0,0.08500000000000003,0.05,0.1
road,3,0.2,2012-06-05,130.74708253262008,141.5906116886202,1.0,18.0,0.09000000000000004,0.05,0.1
road,3,0.2,2012-06-06,70.73488295822989,131.50696778712864,1.0,19.0,0.09500000000000004,0.05,0.1
road,4,0.01,2012-06-07,0.0,21.207336832189256,1.0,10.0,0.05,0.05,0.1
road,4,0.01,2012-06-08,0.0,12.466626751603204,1.0,11.0,0.05500000000000001,0.05,0.1
road,4,0.01,2012-06-11,0.0,14.006823178239038,1.0,12.0,0.06000000000000001,0.05,0.1
road,4,0.01,2012-06-12,0.0,15.045199551634898,1.0,13.0,0.06500000000000002,0.05,0.1
road,4,0.01,2012-06-13,9.620442748550756,17.131773077577513,1.0,14.0,0.07000000000000002,0.05,0.1
road,4,0.01,2012-06-14,10.251138253554744,16.247251630463925,1.0,15.0,0.07500000000000002,0.05,0.1
road,4,0.01,2012-06-15,6.313552650115804,5.1254746561991,0.0,16.0,0.08000000000000003,0.05,0.1
road,4,0.01,2012-06-18,0.0,3.721135078964775,1.0,17.0,-0.014999999999999972,0.05,0.1
road,4,0.01,2012-06-19,0.0,10.16377364645521,1.0,18.0,-0.00999999999999997,0.05,0.1
road,4,0.01,2012-06-20,0.0,9.448286037297173,1.0,19.0,-0.00499999999999997,0.05,0.1
road,4,0.03,2012-06-07,0.0,53.06891411433777,1.0,10.0,0.05,0.05,0.1
road,4,0.03,2012-06-08,0.0,26.43745620649745,1.0,11.0,0.05500000000000001,0.05,0.1
road,4,0.03,2012-06-11,0.0,25.24366851513488,1.0,12.0,0.06000000000000001,0.05,0.1
road,4,0.03,2012-06-12,0.0,28.909664236901843,1.0,13.0,0.06500000000000002,0.05,0.1
road,4,0.03,2012-06-13,19.3499934292716,35.17601787679013,1.0,14.0,0.07000000000000002,0.05,0.1
road,4,0.03,2012-06-14,22.77113986782569,35.94530768825766,1.0,15.0,0.07500000000000002,0.05,0.1
road,4,0.03,2012-06-15,8.79345951322297,15.560485372678055,1.0,16.0,0.08000000000000003,0.05,0.1
road,4,0.03,2012-06-18,1.0932296540482938,12.675251178498474,1.0,17.0,0.08500000000000003,0.05,0.1
road,4,0.03,2012-06-19,25.361747647926073,26.619811067281915,1.0,18.0,0.09000000000000004,0.05,0.1
road,4,0.03,2012-06-20,14.940170556363775,20.51085521671775,1.0,19.0,0.09500000000000004,0.05,0.1
road,4,0.05,2012-06-07,0.0,73.00344093776422,1.0,10.0,0.05,0.05,0.1
road,4,0.05,2012-06-08,0.0,35.667028841444306,1.0,11.0,0.05500000000000001,0.05,0.1
road,4,0.05,2012-06-11,0.0,33.11120621633995,1.0,12.0,0.06000000000000001,0.05,0.1
road,4,0.05,2012-06-12,0.0,38.99445346939706,1.0,13.0,0.06500000000000002,0.05,0.1
road,4,0.05,2012-06-13,25.43482269232083,44.388568039120216,1.0,14.0,0.07000000000000002,0.05,0.1
road,4,0.05,2012-06-14,28.25826557900308,46.48681572592772,1.0,15.0,0.07500000000000002,0.05,0.1
road,4,0.05,2012-06-15,18.371249922850296,23.360700578121303,1.0,16.0,0.08000000000000003,0.05,0.1
road,4,0.05,2012-06-18,14.074468862881394,18.56304929646191,1.0,17.0,0.08500000000000003,0.05,0.1
road,4,0.05,2012-06-19,28.650391114133548,35.90565593887488,1.0,18.0,0.09000000000000004,0.05,0.1
road,4,0.05,2012-06-20,22.276080481239006,26.67182843362718,1.0,19.0,0.09500000000000004,0.05,0.1
road,4,0.1,2012-06-07,0.0,114.917853831736,1.0,10.0,0.05,0.05,0.1
road,4,0.1,2012-06-08,0.0,50.86573071078711,1.0,11.0,0.05500000000000001,0.05,0.1
road,4,0.1,2012-06-11,0.0,46.72935478892055,1.0,12.0,0.06000000000000001,0.05,0.1
road,4,0.1,2012-06-12,0.0,58.03154407798049,1.0,13.0,0.06500000000000002,0.05,0.1
road,4,0.1,2012-06-13,46.89926453418294,63.17792746963792,1.0,14.0,0.07000000000000002,0.05,0.1
road,4,0.1,2012-06-14,55.563514283997286,67.28792172014366,1.0,15.0,0.07500000000000002,0.05,0.1
road,4,0.1,2012-06-15,28.464482853461213,35.09135004162356,1.0,16.0,0.08000000000000003,0.05,0.1
road,4,0.1,2012-06-18,18.003749467741727,31.612776065455733,1.0,17.0,0.08500000000000003,0.05,0.1
road,4,0.1,2012-06-19,50.24384347985157,49.05553856485921,0.0,18.0,0.09000000000000004,0.05,0.1
road,4,0.1,2012-06-20,0.0,42.51268851078439,1.0,19.0,-0.004999999999999963,0.05,0.1
road,4,0.2,2012-06-07,0.0,164.3119037911303,1.0,10.0,0.05,0.05,0.1
road,4,0.2,2012-06-08,0.0,73.22303128225509,1.0,11.0,0.05500000000000001,0.05,0.1
road,4,0.2,2012-06-11,0.0,62.98082211351832,1.0,12.0,0.06000000000000001,0.05,0.1
road,4,0.2,2012-06-12,0.0,81.88005899140974,1.0,13.0,0.06500000000000002,0.05,0.1
road,4,0.2,2012-06-13,55.67978816894863,84.8238437152083,1.0,14.0,0.07000000000000002,0.05,0.1
road,4,0.2,2012-06-14,63.717042127991185,92.23815433990208,1.0,15.0,0.07500000000000002,0.05,0.1
road,4,0.2,2012-06-15,39.6973817282196,48.35712066186351,1.0,16.0,0.08000000000000003,0.05,0.1
road,4,0.2,2012-06-18,31.799732903534426,46.14203587146692,1.0,17.0,0.08500000000000003,0.05,0.1
road,4,0.2,2012-06-19,57.10744897149556,66.78547110951418,1.0,18.0,0.09000000000000004,0.05,0.1
road,4,0.2,2012-06-20,48.13548016252695,59.87967091694642,1.0,19.0,0.09500000000000004,0.05,0.1
road,5,0.01,2012-06-21,0.0,6.650417223910341,1.0,10.0,0.05,0.05,0.1
road,5,0.01,2012-06-22,0.0,5.754269242944542,1.0,11.0,0.05500000000000001,0.05,0.1
road,5,0.01,2012-06-25,0.0,11.005516176967342,1.0,12.0,0.06000000000000001,0.05,0.1
road,5,0.01,2012-06-26,0.0,8.689848879524787,1.0,13.0,0.06500000000000002,0.05,0.1
road,5,0.01,2012-06-27,6.1784852132405135,12.020702062115802,1.0,14.0,0.07000000000000002,0.05,0.1
road,5,0.03,2012-06-21,0.0,18.351831887339078,1.0,10.0,0.05,0.05,0.1
road,5,0.03,2012-06-22,0.0,14.59695758094093,1.0,11.0,0.05500000000000001,0.05,0.1
road,5,0.03,2012-06-25,0.0,22.07107565842829,1.0,12.0,0.06000000000000001,0.05,0.1
road,5,0.03,2012-06-26,0.0,24.790199215472956,1.0,13.0,0.06500000000000002,0.05,0.1
road,5,0.03,2012-06-27,22.693384620972907,34.59911403719744,1.0,14.0,0.07000000000000002,0.05,0.1
road,5,0.05,2012-06-21,0.0,27.25277682190948,1.0,10.0,0.05,0.05,0.1
road,5,0.05,2012-06-22,0.0,19.81313846982405,1.0,11.0,0.05500000000000001,0.05,0.1
road,5,0.05,2012-06-25,0.0,30.45917495887281,1.0,12.0,0.06000000000000001,0.05,0.1
road,5,0.05,2012-06-26,0.0,36.56384952104957,1.0,13.0,0.06500000000000002,0.05,0.1
road,5,0.05,2012-06-27,41.725390437782494,51.42661986801024,1.0,14.0,0.07000000000000002,0.05,0.1
road,5,0.1,2012-06-21,0.0,41.86615278956032,1.0,10.0,0.05,0.05,0.1
road,5,0.1,2012-06-22,0.0,29.97983590278631,1.0,11.0,0.05500000000000001,0.05,0.1
road,5,0.1,2012-06-25,0.0,46.59740920389455,1.0,12.0,0.06000000000000001,0.05,0.1
road,5,0.1,2012-06-26,0.0,55.15989500691765,1.0,13.0,0.06500000000000002,0.05,0.1
road,5,0.1,2012-06-27,54.865267948198586,78.31338817332538,1.0,14.0,0.07000000000000002,0.05,0.1
road,5,0.2,2012-06-21,0.0,59.06490544028061,1.0,10.0,0.05,0.05,0.1
road,5,0.2,2012-06-22,0.0,38.44110631467735,1.0,11.0,0.05500000000000001,0.05,0.1
road,5,0.2,2012-06-25,0.0,66.30799006114563,1.0,12.0,0.06000000000000001,0.05,0.1
road,5,0.2,2012-06-26,0.0,80.7705249464714,1.0,13.0,0.06500000000000002,0.05,0.1
road,5,0.2,2012-06-27,78.93458654076846,113.50821343530885,1.0,14.0,0.07000000000000002,0.05,0.1
